"File","Nested","ContainerJar","Loader","ModIds","DisplayName","Version","Authors","Credits","LicenseDeclared","LicenseNormalized","LicenseCategory","Homepage","IssueTracker","BundledLicenseFiles","LicenseFileCount","RootLicenseFiles","ComponentLicenseFiles","AmbiguousLicenseFiles","SplitLicenseHint","SniffedLicenseFiles","Sha1","PackVersion","ModrinthProjectId","ModrinthSlug","ModrinthTitle","ModrinthLicenseId","ModrinthLicenseName","ModrinthLicenseUrl","ModrinthLicenseCategory","ModrinthUrl","LicenseAgreement"
"assemblyline-1.21.1-0.8.2.jar","False","","NeoForge","assemblyline, voltaic","Assembly Line","0.8.2","aurilisdev, skip999","Thanks to all contributors. Brazil lang file by FITFC. Russian lang file by Quarkrus.","All Rights Reserved","All Rights Reserved","ARR - check terms","https://github.com/aurilisdev/Assembly-Line","https://github.com/aurilisdev/Assembly-Line","","0","","","","False","","695a6ba2cbaf314b1de84f712c62ef2fc377929c","v0.0.1-Alpha","SoWP7zzK","assembly-lines","Assembly Line","LicenseRef-AURILISDEV-LICENSE-1.0.1","","https://github.com/aurilisdev/Assembly-Line/blob/1.19.2/LICENSE.txt","Custom (LicenseRef)","https://modrinth.com/mod/assembly-lines","ModrinthCustom"
"athena-neoforge-1.21.1-4.0.6.jar","False","","NeoForge","athena, neoforge, minecraft","Athena","4.0.6","ThatGravyBoat","","MIT","MIT","Permissive","https://modrinth.com/mod/athena-ctm","https://github.com/terrarium-earth/athena/issues","","0","","","","False","","4bcbdf388bd5e387beca7c627224aac33584b55b","v0.0.1-Alpha","b1ZV3DIJ","athena-ctm","Athena","MIT","MIT License","","Permissive","https://modrinth.com/mod/athena-ctm","Match"
"atlas_api-1.21.1-1.2.0.jar","False","","NeoForge","atlas_api, neoforge, minecraft","Atlas API","1.21.1-1.2.0","Iron431","","All Rights Reserved","All Rights Reserved","ARR - check terms","","","","0","","","","False","","79487e97bd6dbbd6cfbdbcd4fbf1a7ac34fb8998","v0.0.1-Alpha","","","","","","","","","NotOnModrinth"
"attributefix-neoforge-1.21.1-21.1.3.jar","False","","NeoForge","attributefix, neoforge, minecraft, bookshelf, prickle","AttributeFix","21.1.3","Darkhax","This project is made possible with Patreon support from players like you. Thank you! lothrazar, Spencer Gilbert, Tobias Ward, techsquirrel, Pongo Sapiens, noobanidus, Darkosto","LGPL 2.1","LGPL","Weak copyleft","https://www.curseforge.com/minecraft/mc-mods/attributefix","https://github.com/Darkhax-Minecraft/AttributeFix/issues","license_attributefix.txt","1","license_attributefix.txt","","","False","","7aae849f6d2a6cb1368227407ea5deb552e100ba","v0.0.1-Alpha","lOOpEntO","attributefix","AttributeFix","LGPL-2.1-only","GNU Lesser General Public License v2.1 only","","Weak copyleft","https://modrinth.com/mod/attributefix","Match"
"Auroras-1.21-1.6.2.jar","False","","NeoForge","auroras, tfc, aether, aether_ii, neoforge, minecraft","Auroras","1.6.2","Verph","","BSD 2","BSD","Permissive","https://www.curseforge.com/minecraft/mc-mods/auroras","","","0","","","","False","","2a27027b3c95823e4bf7e0aa635b92742ca407e0","v0.0.1-Alpha","Q7VPWopC","auroras","Auroras","BSD-2-Clause","BSD 2-Clause ""Simplified"" License","","Permissive","https://modrinth.com/mod/auroras","Match"
"authme-neoforge-9.0.1+1.21.1.jar","False","","NeoForge","authme, neoforge, minecraft, resourcefulconfig","Auth Me","9.0.1+1.21.1","axieum","","MIT","MIT","Permissive","https://github.com/axieum/authme","https://github.com/axieum/authme/issues","LICENCE.txt","1","LICENCE.txt","","","False","","13d12989930705e645f82c625d25ac26bce589e5","v0.0.1-Alpha","yjgIrBjZ","auth-me","Auth Me","MIT","MIT License","","Permissive","https://modrinth.com/mod/auth-me","Match"
"ballistix-1.21.1-1.0.9.jar","False","","NeoForge","ballistix, voltaic","Ballistix","1.0.9","aurilisdev, skip999","Thanks to all contributors","All Rights Reserved","All Rights Reserved","ARR - check terms","https://github.com/aurilisdev/Ballistix","https://github.com/aurilisdev/Ballistix","","0","","","","False","","ef1af17e91fcb35d4c1c0c359b337820adfe351d","v0.0.1-Alpha","XeEYk41R","ballistix","Ballistix","LicenseRef-AURILISDEV-LICENSE-1.02","","https://github.com/aurilisdev/Electrodynamics/blob/1.20/LICENSE.txt","Custom (LicenseRef)","https://modrinth.com/mod/ballistix","ModrinthCustom"
"balm-neoforge-1.21.1-21.0.59.jar","False","","NeoForge","balm, neoforge, minecraft","Balm","21.0.59","BlayTheNinth","BlayTheNinth","All Rights Reserved","All Rights Reserved","ARR - check terms","https://mods.twelveiterations.com/","https://github.com/TwelveIterations/Balm/issues","LICENSE_Balm","1","LICENSE_Balm","","","False","","f6a16626890644544c1f6d345f6df9bba808ea52","v0.0.1-Alpha","MBAkmtvl","balm","Balm","LicenseRef-All-Rights-Reserved","","https://mods.twelveiterations.com/permissions","ARR - check terms","https://modrinth.com/mod/balm","Match"
"baubley-heart-canisters-1.21.1-1.4.1.jar","False","","NeoForge","bhc","Baubley Heart Canisters","1.21.1-1.4.1","Traverse_Joe","Thanks goes to Up who helped with original build. Also Abused_Master for helping when i bugged him.","MIT","MIT","Permissive","https://www.curseforge.com/projects/282947","https://github.com/Traverse-Joe/Baubley-Heart-Canisters/issues","","0","","","","False","","af4d0ffd7eff13556106c247277b67c3a0be8e53","v0.0.1-Alpha","fPdy2fCM","baubley-heart-canisters","Baubley Heart Canisters","MIT","MIT License","","Permissive","https://modrinth.com/mod/baubley-heart-canisters","Match"
"bellsandwhistles-0.4.7-1.21.1.jar","False","","NeoForge","bellsandwhistles, neoforge, minecraft, create","Create: Bells & Whistles","0.4.7-1.21.1","lev","","GPL-3.0","GPL","Strong copyleft","","","","0","","","","False","","85944080f8bd47dad64a8193a70662cd9ddbb200","v0.0.1-Alpha","gJ5afkVv","bellsandwhistles","Create: Bells & Whistles","GPL-3.0-or-later","GNU General Public License v3.0 or later","","Strong copyleft","https://modrinth.com/mod/bellsandwhistles","Match"
"better-compatability-checker-neoforge-21.1.8.jar","False","","NeoForge","bcc, neoforge, minecraft","Better Compatibility Checker","21.1.8","Gaz(Gaz492)","","All Rights Reserved","All Rights Reserved","ARR - check terms","https://github.com/nanite/BetterCompatibilityChecker","https://github.com/nanite/BetterCompatibilityChecker/issues","LICENSE_bettercompatabilitychecker","1","","","LICENSE_bettercompatabilitychecker","False","","186ba3fbacacb0ce93b9c5a5ddca28799c1577cb","v0.0.1-Alpha","KJhXPbHQ","better-compatibility-checker","Better Compatibility Checker","LicenseRef-All-Rights-Reserved","","","ARR - check terms","https://modrinth.com/mod/better-compatibility-checker","Match"
"BetterAdvancements-NeoForge-1.21.1-0.4.3.21.jar","False","","NeoForge","betteradvancements, neoforge, minecraft","Better Advancements","0.4.3.21","way2muchnoise","","""Don't Be a Jerk"" non-commercial care-free license","CC BY-NC","CC (non-commercial)","https://www.curseforge.com/minecraft/mc-mods/better-advancements","https://github.com/way2muchnoise/BetterAdvancements/issues","","0","","","","False","","870521cfaa1a4cb6c830e2409e8b9e4cf179aff2","v0.0.1-Alpha","Q2OqKxDG","better-advancements","Better Advancements","LicenseRef-Dont-Be-a-Jerk","","https://github.com/way2muchnoise/BetterAdvancements/blob/master/LICENSE.md","Custom (LicenseRef)","https://modrinth.com/mod/better-advancements","ModrinthCustom"
"betterarcheology-neoforge-1.21.1-1.3.7.jar","False","","NeoForge","betterarcheology, neoforge, minecraft, architectury, resourcefulconfig","Better Archeology","1.21.1-1.3.7","Pandarix","","MIT","MIT","Permissive","","https://github.com/Pandarix/BetterArcheology-MultiLoaded/issues","","0","","","","False","","24342e731d10a3d33a955e7b10b993a786171e78","v0.0.1-Alpha","zCh7omyG","better-archeology","Better Archeology","MIT","MIT License","","Permissive","https://modrinth.com/mod/better-archeology","Match"
"betterbeds-1.4.0.jar","False","","NeoForge","betterbeds, neoforge, minecraft","Better Beds","1.4.0","TeamMidnightDust, Motschen","","MIT License","MIT","Permissive","","","","0","","","","False","","48f215da24598e4ad93efc7d0ca0a6f91660069f","v0.0.1-Alpha","kKwy3HU9","better-beds","Better Beds","MIT","MIT License","","Permissive","https://modrinth.com/mod/better-beds","Match"
"BetterF3-11.0.3-NeoForge-1.21.1.jar","False","","NeoForge","betterf3, minecraft, cloth_config","BetterF3","11.0.3","TreyRuffy and cominixo","","MIT","MIT","Permissive","https://github.com/TreyRuffy/BetterF3/ | https://modrinth.com/mod/betterf3","https://github.com/TreyRuffy/BetterF3/issues/","LICENSE.txt","1","LICENSE.txt","","","False","","8fa17df26d3650416bc124be7a264bc1566a3b26","v0.0.1-Alpha","8shC1gFX","betterf3","BetterF3","MIT","MIT License","","Permissive","https://modrinth.com/mod/betterf3","Match"
"BetterGrassify-1.7.0+neoforge.1.21.1.jar","False","","NeoForge","bettergrass, neoforge, minecraft, fabric_api, yet_another_config_lib_v3","BetterGrassify","1.7.0+neoforge.1.21.1","UltimatChamp, JayemCeekay","","Apache-2.0","Apache-2.0","Permissive","https://github.com/UltimatChamp/BetterGrassify","https://github.com/UltimatChamp/BetterGrassify/issues","","0","","","","False","","7cf1376b4cb66721cf4795d55eb5a88123591bae","v0.0.1-Alpha","m5T5xmUy","bettergrassify","BetterGrassify","Apache-2.0","Apache License 2.0","https://github.com/UltimatChamp/BetterGrassify/raw/main/LICENSE","Permissive","https://modrinth.com/mod/bettergrassify","Match"
"bibliobiomes-1.21.1-1.6.3.jar","False","","NeoForge","bibliobiomes, neoforge, minecraft, bibliocraft, biomesoplenty, biomeswevegone, regions_unexplored","Bibliobiomes Legacy","1.6.3","IchHabeHunger54","","MIT","MIT","Permissive","","","","0","","","","False","","d1c4bca5526f20f0567f4728a6b740d136a3d45e","v0.0.1-Alpha","DSrUt8Cp","bibliobiomes-legacy","Bibliobiomes Legacy","MIT","MIT License","","Permissive","https://modrinth.com/mod/bibliobiomes-legacy","Match"
"bibliocraft-1.21.1-1.6.5.jar","False","","NeoForge","bibliocraft, jei, minecraft, neoforge","Bibliocraft Legacy","1.6.5","IchHabeHunger54, Minecraftschurli","Nuchaz (original mod author), XFactHD (help with models), the NeoForge Discord team and community (overall help)","MIT","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/bibliocraft-legacy","https://github.com/MinecraftschurliMods/Bibliocraft-Legacy/issues","LICENSE","1","LICENSE","","","False","","efb35984af1950ead43dc3d2827b3817df277725","v0.0.1-Alpha","eiXYWB7J","bibliocraft-legacy","Bibliocraft Legacy","MIT","MIT License","","Permissive","https://modrinth.com/mod/bibliocraft-legacy","Match"
"bibliowoods-1.21.1-1.6.5.jar","False","","NeoForge","bibliowoods, neoforge, minecraft, bibliocraft, aether, allthemodium, ars_nouveau, butchercraft, cobblemon, deep_aether, deeperdarker, eternal_starlight, expandeddelight, extradelight, forbidden_arcanus, garnished, gtceu, hexerei, integrateddynamics, mirthdew_encore, mynethersdelight, occultism, roots, silentgear, thaumon, tropicraft, twilightforest, undergarden, vampirism, werewolves, witchery, wwizardry","Bibliowoods Legacy","1.6.5","IchHabeHunger54","","MIT","MIT","Permissive","","","","0","","","","False","","e697e42db8d743fadff535735b6e3f51787e251c","v0.0.1-Alpha","KhRMZgX2","bibliowoods-legacy","Bibliowoods Legacy","MIT","MIT License","","Permissive","https://modrinth.com/mod/bibliowoods-legacy","Match"
"blastcraft-1.21.1-0.6.2.jar","False","","NeoForge","blastcraft, voltaic","Blastcraft","0.6.2","aurilisdev","Thanks to all contributors. Brazil lang file by FITFC.","All Rights Reserved","All Rights Reserved","ARR - check terms","https://github.com/aurilisdev/Blastcraft","https://github.com/aurilisdev/Blastcraft","","0","","","","False","","01d21c7ef298cdba72b6d6f452ee8a95af58ae84","v0.0.1-Alpha","qzSqkQKb","blastcraft","Blastcraft","LicenseRef-AURILISDEV-LICENSE-1.0.2","","https://github.com/aurilisdev/Electrodynamics/blob/1.20/LICENSE.txt","Custom (LicenseRef)","https://modrinth.com/mod/blastcraft","ModrinthCustom"
"blockui-1.0.211-1.21.1-snapshot.jar","False","","NeoForge","blockui, neoforge, minecraft","UI Library Mod","1.0.211-1.21.1-snapshot","LDT Team","LDT Team","GPL3","GPL","Strong copyleft","","https://github.com/ldtteam/BlockUI/issues/new/choose","","0","","","","False","","0ab4e0342b9f1e595d9a891f84747e4e5389c552","v0.0.1-Alpha","","","","","","","","","NotOnModrinth"
"blueflame-1.21.1-1.1.1.jar","False","","NeoForge","blueflame, neoforge, minecraft","Blue Flame Burning","1.21.1-1.1.1","LobsterJonn","","All Rights Reserved","All Rights Reserved","ARR - check terms","","","","0","","","","False","","0e78defafd6cf08759c656a54f8a33315e3ab924","v0.0.1-Alpha","8k7QiW7U","blueflame","Blue Flame Burning","LicenseRef-All-Rights-Reserved","","","ARR - check terms","https://modrinth.com/mod/blueflame","Match"
"bookshelf-neoforge-1.21.1-21.1.81.jar","False","","NeoForge","bookshelf, neoforge, minecraft","Bookshelf","21.1.81","Darkhax","This project is made possible with Patreon support from players like you. Thank you! lothrazar, Spencer Gilbert, Tobias Ward, techsquirrel, Pongo Sapiens, noobanidus, Darkosto","LGPL 2.1","LGPL","Weak copyleft","https://www.curseforge.com/minecraft/mc-mods/bookshelf","https://github.com/Darkhax-Minecraft/Bookshelf/issues","license_bookshelf.txt","1","license_bookshelf.txt","","","False","","efc4cda6da4dd879f24d057ed0a6413764c9ba40","v0.0.1-Alpha","uy4Cnpcm","bookshelf-lib","Bookshelf","LGPL-2.1-only","GNU Lesser General Public License v2.1 only","","Weak copyleft","https://modrinth.com/mod/bookshelf-lib","Match"
"botanypots-neoforge-1.21.1-21.1.44.jar","False","","NeoForge","botanypots, neoforge, minecraft, bookshelf, prickle","BotanyPots","21.1.44","Darkhax","This project is made possible with Patreon support from players like you. Thank you! lothrazar, Tobias Ward, Keyana , techsquirrel, noobanidus, Darkosto","LGPL v2.1","LGPL","Weak copyleft","https://www.curseforge.com/minecraft/mc-mods/botany-pots","https://github.com/Darkhax-Minecraft/BotanyPots/issues","license_botanypots.txt","1","license_botanypots.txt","","","False","","fcb58dfa5f52819c85da40025fa50d0ddccbbb47","v0.0.1-Alpha","U6BUTZ7K","botany-pots","Botany Pots","LGPL-2.1-only","GNU Lesser General Public License v2.1 only","","Weak copyleft","https://modrinth.com/mod/botany-pots","Match"
"botanypotsmystical-neoforge-1.21.1-21.1.12.jar","False","","NeoForge","botanypotsmystical, neoforge, minecraft, bookshelf, prickle, botanypots","BotanyPots-Mystical","21.1.12","Darkhax","This project is made possible with Patreon support from players like you. Thank you! lothrazar, Tobias Ward, Keyana , techsquirrel, noobanidus, Darkosto","LGPL v2.1","LGPL","Weak copyleft","https://www.curseforge.com/minecraft/mc-mods/botan-pots-mystical-agriculture-compat","https://github.com/Darkhax-Minecraft/Botany-Pots-Mystical-Agriculture/issues","license_botanypotsmystical.txt","1","license_botanypotsmystical.txt","","","False","","73ee9e944ddca5d70b9224d96d8208bd43cc4531","v0.0.1-Alpha","SaWFztxY","botany-pots-mystical-agriculture-compat","Botany Pots - Mystical Agriculture Compat","LGPL-2.1-only","GNU Lesser General Public License v2.1 only","","Weak copyleft","https://modrinth.com/mod/botany-pots-mystical-agriculture-compat","Match"
"botanytrees-neoforge-1.21.1-21.1.7.jar","False","","NeoForge","botanytrees, neoforge, minecraft, bookshelf, prickle, botanypots","BotanyTrees","21.1.7","Darkhax","This project is made possible with Patreon support from players like you. Thank you! lothrazar, Tobias Ward, Keyana , techsquirrel, noobanidus, Darkosto","LGPL v2.1","LGPL","Weak copyleft","https://www.curseforge.com/minecraft/mc-mods/botany-trees","https://github.com/Darkhax-Minecraft/BotanyTrees/issues","license_botanytrees.txt","1","license_botanytrees.txt","","","False","","9ed861d8a2405cfa75a9ef677f9d99eb5deed73f","v0.0.1-Alpha","mvs7RoIW","botany-trees","Botany Trees","LGPL-2.1-only","GNU Lesser General Public License v2.1 only","","Weak copyleft","https://modrinth.com/mod/botany-trees","Match"
"BrandonsCore-1.21.1-3.2.1.309.jar","False","","NeoForge","brandonscore, neoforge, minecraft, codechickenlib, projectintelligence","Brandon's Core","3.2.1.309","brandon3055","","CoFH ""Don't Be a Jerk"" License","CoFH ""Don't Be a Jerk"" License","Custom - review manually","","https://github.com/Draconic-Inc/BrandonsCore","","0","","","","False","","ef00bdaaca4e469cc3925d573434d2f84b9d8a14","v0.0.1-Alpha","iFDWVIFV","brandons-core","Brandons Core","LicenseRef-CoFH-Dont-Be-a-Jerk-License","","https://github.com/Draconic-Inc/BrandonsCore/blob/master/LICENSE.md","Custom (LicenseRef)","https://modrinth.com/mod/brandons-core","ModrinthCustom"
"BridgingMod-2.6.2+1.21.1.neoforge-release.jar","False","","NeoForge","bridgingmod, neoforge, minecraft, yet_another_config_lib_v3, dynamiccrosshair","Bridging Mod","2.6.2+1.21.1","CG360","","MIT","MIT","Permissive","https://github.com/CloudG360/BridgingMod","https://github.com/CloudG360/BridgingMod/issues","","0","","","","False","","18c4fdadf7d1b4632ae0e0914e4075847306b52f","v0.0.1-Alpha","lO3s8hjs","bridging-mod","Bridging Mod","MIT","MIT License","https://github.com/CloudG360/BridgingMod/blob/latest/LICENSE","Permissive","https://modrinth.com/mod/bridging-mod","Match"
"buildinggadgets2-1.3.9.jar","False","","NeoForge","buildinggadgets2, neoforge, minecraft","Building Gadgets 2","1.3.9","Direwolf20","The NeoForge team for making the best API ever!!","MIT (https://github.com/Direwolf20-MC/BuildingGadgets2/blob/main/LICENSE)","MIT","Permissive","https://github.com/Direwolf20-MC/BuildingGadgets2","","","0","","","","False","","666a155981e3cd231f67809b9e2a0238377bbbfc","v0.0.1-Alpha","","","","","","","","","NotOnModrinth"
"bwncr-neoforge-1.21.1-3.20.4.jar","False","","NeoForge","bwncr, minecraft","Bad Wither No Cookie Reloaded","${file.jarVersion}","Kreezxil, Eleksploded","Thanks to Lex and Team for keeping modding alive.","MIT","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/bad-wither-no-cookie-reloaded","https://gitlab.com/kreezxil/BadWitherNoCookie/-/issues","","0","","","","False","","dd7920e114fbd066986ea1028aa201a5e0742875","v0.0.1-Alpha","lL2MtE37","bad-wither-no-cookie","Bad Wither No Cookie - Reloaded","MIT","MIT License","","Permissive","https://modrinth.com/mod/bad-wither-no-cookie","Match"
