"File","Nested","ContainerJar","Loader","ModIds","DisplayName","Version","Authors","Credits","LicenseDeclared","LicenseNormalized","LicenseCategory","Homepage","IssueTracker","BundledLicenseFiles","Sha1","PackVersion"
"blueflame-1.21.1-1.1.1.jar","False","","NeoForge","blueflame, neoforge, minecraft","Blue Flame Burning","1.21.1-1.1.1","LobsterJonn","","All Rights Reserved","All Rights Reserved","ARR - check terms","","","","0e78defafd6cf08759c656a54f8a33315e3ab924","v0.0.1-Alpha"
"bookshelf-neoforge-1.21.1-21.1.81.jar","False","","NeoForge","bookshelf, neoforge, minecraft","Bookshelf","21.1.81","Darkhax","This project is made possible with Patreon support from players like you. Thank you! lothrazar, Spencer Gilbert, Tobias Ward, techsquirrel, Pongo Sapiens, noobanidus, Darkosto","LGPL 2.1","LGPL","Weak copyleft","https://www.curseforge.com/minecraft/mc-mods/bookshelf","https://github.com/Darkhax-Minecraft/Bookshelf/issues","license_bookshelf.txt","efc4cda6da4dd879f24d057ed0a6413764c9ba40","v0.0.1-Alpha"
"botanypots-neoforge-1.21.1-21.1.44.jar","False","","NeoForge","botanypots, neoforge, minecraft, bookshelf, prickle","BotanyPots","21.1.44","Darkhax","This project is made possible with Patreon support from players like you. Thank you! lothrazar, Tobias Ward, Keyana , techsquirrel, noobanidus, Darkosto","LGPL v2.1","LGPL","Weak copyleft","https://www.curseforge.com/minecraft/mc-mods/botany-pots","https://github.com/Darkhax-Minecraft/BotanyPots/issues","license_botanypots.txt","fcb58dfa5f52819c85da40025fa50d0ddccbbb47","v0.0.1-Alpha"
"botanypotsmystical-neoforge-1.21.1-21.1.12.jar","False","","NeoForge","botanypotsmystical, neoforge, minecraft, bookshelf, prickle, botanypots","BotanyPots-Mystical","21.1.12","Darkhax","This project is made possible with Patreon support from players like you. Thank you! lothrazar, Tobias Ward, Keyana , techsquirrel, noobanidus, Darkosto","LGPL v2.1","LGPL","Weak copyleft","https://www.curseforge.com/minecraft/mc-mods/botan-pots-mystical-agriculture-compat","https://github.com/Darkhax-Minecraft/Botany-Pots-Mystical-Agriculture/issues","license_botanypotsmystical.txt","73ee9e944ddca5d70b9224d96d8208bd43cc4531","v0.0.1-Alpha"
"botanytrees-neoforge-1.21.1-21.1.7.jar","False","","NeoForge","botanytrees, neoforge, minecraft, bookshelf, prickle, botanypots","BotanyTrees","21.1.7","Darkhax","This project is made possible with Patreon support from players like you. Thank you! lothrazar, Tobias Ward, Keyana , techsquirrel, noobanidus, Darkosto","LGPL v2.1","LGPL","Weak copyleft","https://www.curseforge.com/minecraft/mc-mods/botany-trees","https://github.com/Darkhax-Minecraft/BotanyTrees/issues","license_botanytrees.txt","9ed861d8a2405cfa75a9ef677f9d99eb5deed73f","v0.0.1-Alpha"
"BrandonsCore-1.21.1-3.2.1.309.jar","False","","NeoForge","brandonscore, neoforge, minecraft, codechickenlib, projectintelligence","Brandon's Core","3.2.1.309","brandon3055","","CoFH \","CoFH \","Custom - review manually","","https://github.com/Draconic-Inc/BrandonsCore","","ef00bdaaca4e469cc3925d573434d2f84b9d8a14","v0.0.1-Alpha"
"BridgingMod-2.6.2+1.21.1.neoforge-release.jar","False","","NeoForge","bridgingmod, neoforge, minecraft, yet_another_config_lib_v3, dynamiccrosshair","Bridging Mod","2.6.2+1.21.1","CG360","","MIT","MIT","Permissive","https://github.com/CloudG360/BridgingMod","https://github.com/CloudG360/BridgingMod/issues","","18c4fdadf7d1b4632ae0e0914e4075847306b52f","v0.0.1-Alpha"
"buildinggadgets2-1.3.9.jar","False","","NeoForge","buildinggadgets2, neoforge, minecraft","Building Gadgets 2","1.3.9","Direwolf20","The NeoForge team for making the best API ever!!","MIT (https://github.com/Direwolf20-MC/BuildingGadgets2/blob/main/LICENSE)","MIT","Permissive","https://github.com/Direwolf20-MC/BuildingGadgets2","","","666a155981e3cd231f67809b9e2a0238377bbbfc","v0.0.1-Alpha"
"bwncr-neoforge-1.21.1-3.20.4.jar","False","","NeoForge","bwncr, minecraft","Bad Wither No Cookie Reloaded","${file.jarVersion}","Kreezxil, Eleksploded","Thanks to Lex and Team for keeping modding alive.","MIT","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/bad-wither-no-cookie-reloaded","https://gitlab.com/kreezxil/BadWitherNoCookie/-/issues","","dd7920e114fbd066986ea1028aa201a5e0742875","v0.0.1-Alpha"
"cabletiers-neoforge-1.21.1-0.6.12.jar","False","","NeoForge","cabletiers, refinedtypes, minecraft, refinedstorage","Cable Tiers","1.21.1-0.6.12","Ultramega","","MIT","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/cable-tiers","https://github.com/starforcraft/Cable-Tiers/issues","","668b23a1a57d2feb2f62a89637be28ab7cf8fb16","v0.0.1-Alpha"
"caelus-neoforge-7.0.1+1.21.1.jar","False","","NeoForge","caelus, neoforge, minecraft","Caelus API","7.0.1+1.21.1","Illusive Soulworks","","LGPL-3.0-or-later","LGPL","Weak copyleft","https://github.com/illusivesoulworks/caelus","https://github.com/illusivesoulworks/caelus/issues","LICENSE; COPYING; COPYING.LESSER","e4c2e1af4e3082d68f7df75f7c8ce30116d71515","v0.0.1-Alpha"
"calmtheleaks-1.2.2+1.21.1-neoforge.jar","False","","NeoForge","calmtheleaks, neoforge, minecraft, extraspecialcore, alltheleaks","Calm The Leaks","1.2.2","Extra_Special_K, Ginger1y, Manialate, Supremepringle","","MIT","MIT","Permissive","https://unbound.creatopia.uk","","","69f97ba05c939bc6ee09c842efd5a6879e08dff7","v0.0.1-Alpha"
"carryme-1.0-neoforge.jar","False","","NeoForge","carryme, neoforge, minecraft, carryon","Carry Me","1.0-neoforge","Rok","","Apache 2.0","Apache-2.0","Permissive","pedrorok.com","","","eec23618bf4778679199fd95fc08599282f41cae","v0.0.1-Alpha"
"carryon-neoforge-1.21.1-2.2.4.4.jar","False","","NeoForge","carryon, neoforge, minecraft","Carry On","2.2.4","Tschipp, PurpliciousCow","","GNU LGPLv3","LGPL","Weak copyleft","","","LICENSE_carryon","774bf57a199784c35e74f2d619d6001c87185a11","v0.0.1-Alpha"
"catalogue-neoforge-1.21.1-1.11.2.jar","False","","NeoForge","catalogue, neoforge, minecraft","Catalogue","1.11.2","MrCrayfish","","MIT","MIT","Permissive","https://mrcrayfish.com/mods?id=catalogue","https://github.com/MrCrayfish/Catalogue/issues","LICENSE_catalogue","6d67f855c20bc6392763cfb22e1152da4e8015b4","v0.0.1-Alpha"
"cc-tweaked-1.21.1-forge-1.120.0.jar","False","","NeoForge","computercraft, neoforge","CC: Tweaked","1.120.0","Daniel Ratcliffe, Aaron Mills, SquidDev","Created by Daniel Ratcliffe (@DanTwoHundred)","ComputerCraft Public License (https://raw.githubusercontent.com/dan200/ComputerCraft/master/LICENSE)","ComputerCraft Public License (https://raw.githubusercontent.com/dan200/ComputerCraft/master/LICENSE)","Custom - review manually","https://tweaked.cc","https://github.com/cc-tweaked/CC-Tweaked/issues","","d992be398f5d28df278aa790b71dbf29f60ca5b4","v0.0.1-Alpha"
"chat_heads-0.15.2-neoforge-1.21.jar","False","","NeoForge","chat_heads, neoforge, minecraft","Chat Heads","0.15.2","dzwdz, Fourmisain","","MPL-2.0","MPL-2.0","Weak copyleft","","https://github.com/dzwdz/chat_heads/issues","","86abc08fbfa8eb3e2a41aa4403a6bd52543ea665","v0.0.1-Alpha"
"chefsdelight-1.0.5-neoforge-1.21.1.jar","False","","NeoForge","chefsdelight, neoforge, minecraft","Chefs Delight","1.0.5","Redstone Games","","MIT","MIT","Permissive","https://www.redstonegames.com.br/","","","2ee0923d811a15e1d9dab536a940e4ac0143a4fa","v0.0.1-Alpha"
"chipped-neoforge-1.21.1-4.0.2.jar","False","","NeoForge","chipped, neoforge, minecraft, resourcefullib, athena, jei","Chipped","4.0.2","Alex Nijjar, Grimbop, Kekie6, ThatGravyBoat","CodexAdrian, Facu, Marc-IceBlade, MsRandom","Terrarium License","Terrarium License","Custom - review manually","https://www.curseforge.com/minecraft/mc-mods/chipped","https://github.com/terrarium-earth/chipped/issues","","6f5395f58139802edfde7cb9170279f92f291971","v0.0.1-Alpha"
"chisels-and-bits-neoforge-21.1.32.jar","False","","NeoForge","chiselsandbits, neoforge, minecraft, scena","chisels-and-bits","21.1.32","chisels-and-bits","","MIT","MIT","Permissive","","","","d88bb106a30f571c365686cf627294ae282fd4b2","v0.0.1-Alpha"
"chromacarvings-1.21.1-0.2.0.jar","False","","NeoForge","chromacarvings, neoforge, minecraft","Chroma Carvings","1.21.1-0.2.0","LobsterJonn","","All Rights Reserved","All Rights Reserved","ARR - check terms","","","","b791809827bfd4e3d28fc208815d92bfed92c602","v0.0.1-Alpha"
"classicpipes-neoforge-1.21.1-1.1.5.jar","False","","NeoForge","classicpipes, neoforge, minecraft","Classic Pipes","1.1.5","Jagm","Beta testers: Tipsy, Sketti, and Charlie. Translators: Hamutaromaru (Japanese), pGabrielVP & PrincessStellar (Portuguese), AstardGrimoire (Russian). Inspired by Buildcraft by SpaceToad and Logistics Pipes by Krapht. Built on Jaredlll08's MultiLoader.","CC BY-NC-SA 4.0","CC BY-NC-SA","CC (non-commercial)","","https://github.com/J4gm/classicpipes/issues","","68dc5eaa55ac4eb40595939ba294b2116aecd043","v0.0.1-Alpha"
"cloth-config-15.0.140-neoforge.jar","False","","NeoForge","cloth_config, neoforge","Cloth Config v15 API","15.0.140","shedaniel","","GNU LGPLv3","LGPL","Weak copyleft","https://www.curseforge.com/minecraft/mc-mods/cloth-config-forge/","https://github.com/architectury/ClothConfig/issues/","LICENSE.md","c3e5733ba4503b102589a026000fd5ce0212f6f2","v0.0.1-Alpha"
"Clumps-neoforge-1.21.1-19.0.0.1.jar","False","","NeoForge","clumps, neoforge, minecraft","Clumps","19.0.0.1","Jared","","MIT","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/clumps","https://github.com/jaredlll08/Clumps/issues","","fa2576297c7bd12b28aa7070e8141792bd66da4c","v0.0.1-Alpha"
"cobblegengalore-1.21.1-0.2.8.jar","False","","NeoForge","cobblegengalore, neoforge, minecraft","Cobblegen Galore","1.21.1-0.2.8","LobsterJonn","","All Rights Reserved","All Rights Reserved","ARR - check terms","","","","a799bf9d4818020bc41c009503f6d77f78eec247","v0.0.1-Alpha"
"CodeChickenLib-1.21.1-4.6.1.526.jar","False","","NeoForge","codechickenlib, neoforge, minecraft","CodeChicken Lib","4.6.1.526","ChickenBones, covers1624","","GNU Lesser General Public License v2.1","GNU Lesser General Public License v2.1","Custom - review manually","https://www.curseforge.com/minecraft/mc-mods/codechicken-lib-1-8","https://github.com/TheCBProject/CodeChickenLib","LICENSE","6a278b5a2788c2fee7ae52d17f24187332d436b2","v0.0.1-Alpha"
"colorfulhearts-neoforge-1.21.1-10.5.9.jar","False","","NeoForge","colorfulhearts, neoforge, minecraft","Colorful Hearts","10.5.9","Terrails","","MIT","MIT","Permissive","","https://github.com/Terrails/colorful-hearts","","ec63110d126cf95dabe220116bd394e701265de7","v0.0.1-Alpha"
"colorwheel_patcher-neoforge-1.0.5+mc1.21.1.jar","False","","NeoForge","colorwheel_patcher, neoforge, minecraft, euphoria_patcher","Colorwheel Patcher","1.0.5+mc1.21.1","djefrey","","ARR","All Rights Reserved","ARR - check terms","https://djefrey.github.io/colorwheel/","https://github.com/djefrey/Colorwheel-Patcher/issues","","0e63780e5b8af294bf58609ac866b9866ab9537b","v0.0.1-Alpha"
"colorwheel-neoforge-1.2.9+mc1.21.1.jar","False","","NeoForge","colorwheel, neoforge, minecraft, flywheel, iris, colorwheel_patcher, sable, irisflw","Colorwheel","1.2.9+mc1.21.1","djefrey","","MIT","MIT","Permissive","https://djefrey.github.io/colorwheel/","https://github.com/djefrey/Colorwheel/issues","","33f3f4976755d0b315d3853f2e2aad38e11825c2","v0.0.1-Alpha"
"comforts-neoforge-9.0.5+1.21.1.jar","False","","NeoForge","comforts, neoforge, minecraft","Comforts","9.0.5+1.21.1","Illusive Soulworks","","LGPL-3.0-or-later","LGPL","Weak copyleft","https://github.com/illusivesoulworks/comforts","https://github.com/illusivesoulworks/comforts/issues","COPYING; COPYING.LESSER; LICENSE","21d6bee3821d62fe3356c51fb1d697871a3087ff","v0.0.1-Alpha"
"common-networking-neoforge-1.0.21-1.21.1.jar","False","","NeoForge","commonnetworking, neoforge, minecraft","Common Networking","${file.jarVersion}","Mysticdrew","Jared for multiloader","MIT","MIT","Permissive","","","LICENSE","f55722a4278997e7ef278f4390a31e848f7beea7","v0.0.1-Alpha"
"commoncapabilities-1.21.1-neoforge-2.11.5.jar","False","","NeoForge","commoncapabilities, cyclopscore, neoforge, minecraft","CommonCapabilities","2.11.5","rubensworks (aka kroeser)","","MIT","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/commoncapabilities","https://github.com/CyclopsMC/CommonCapabilities/issues","","14c17c54397b068ae532436f9dba575dfcd900bf","v0.0.1-Alpha"
"compactmachines-neoforge-7.0.81.jar","False","","NeoForge","compactmachines, neoforge, minecraft","Compact Machines","7.0.81","Davenonymous, RobotGryphon","","MIT","MIT","Permissive","https://compactmods.dev","https://github.com/CompactMods/CompactMachines/issues","","dcffc21e62a82c5d870ab13dc5c92687430d65b5","v0.0.1-Alpha"
"connectedglass-1.1.14-neoforge-mc1.21.jar","False","","NeoForge","connectedglass, neoforge, minecraft, supermartijn642corelib, fusion","Connected Glass","1.1.14","SuperMartijn642","","All rights reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/connected-glass","https://github.com/SuperMartijn642/ConnectedGlass/issues","","0a44c13d6744e0eeec5bf38f58756a8e86e96f55","v0.0.1-Alpha"
"ConstructionSticks-1.21.1-1.4.1.jar","False","","NeoForge","constructionstick, neoforge, minecraft","Construction Sticks","${file.jarVersion}","Mrbysco, ShyNieke","ThetaDev for creating Construction Wand","MIT License","MIT","Permissive","https://github.com/Mrbysco/ConstructionSticks","https://github.com/Mrbysco/ConstructionSticks/issues","","07289469aa38e8cc9c304994d4f85010daa2e4c6","v0.0.1-Alpha"
"Controlling-neoforge-1.21.1-19.0.5.jar","False","","NeoForge","controlling, neoforge, minecraft, searchables","Controlling","19.0.5","Jaredlll08","","MIT","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/controlling","https://github.com/jaredlll08/controlling/issues","LICENSE","8a34424fc1428778be2fdbfa4da67b21b70bcbfe","v0.0.1-Alpha"
"cookingforblockheads-neoforge-1.21.1-21.1.24.jar","False","","NeoForge","cookingforblockheads, neoforge, minecraft, balm","Cooking for Blockheads","21.1.24","BlayTheNinth","BlayTheNinth","All Rights Reserved","All Rights Reserved","ARR - check terms","https://mods.twelveiterations.com/minecraft/cookingforblockheads","https://github.com/TwelveIterations/CookingForBlockheads/issues","","7494e5650d13f178c6b0f21b30345ee70d1f2b13","v0.0.1-Alpha"
"copycats-3.0.4+mc.1.21.1-neoforge.jar","False","","NeoForge","copycats, neoforge, minecraft, create","Create: Copycats+","3.0.4+mc.1.21.1-neoforge","Lysine, Bennyboy1695, Redcat_XVIII","The Create: Addon Hub Discord","All Rights Reserved","All Rights Reserved","ARR - check terms","https://github.com/copycats-plus/copycats","https://github.com/copycats-plus/copycats/issues","","6a11d5806bcf521e08faba1ee6ef5f31af55ca0f","v0.0.1-Alpha"
"Corgilib-NeoForge-1.21.1-5.0.0.9.jar","False","","NeoForge","corgilib, neoforge, minecraft","CorgiLib","5.0.0.9","Corgi Taco","Joseph T. McQuigg (JT122406)","LGPLv3","LGPL","Weak copyleft","https://github.com/CorgiTaco/CorgiLib","https://github.com/CorgiTaco/CorgiLib/issues","","6699f876f9e10f936910055f7fe1a283d8bb9e0f","v0.0.1-Alpha"
"cosmeticarmorreworked-1.21.1-v1-neoforge.jar","False","","NeoForge","cosmeticarmorreworked, neoforge","CosmeticArmorReworked","1.21.1-v1-neoforge","zlainsama","dmillerw - original author; azanor - some code learned from baubles; izuminya - button icon; Deph0 and sblectric for their support when i'm absent","Minecraft Mod Public License 1.0.1","Minecraft Mod Public License 1.0.1","Custom - review manually","","","LICENSE.txt","5f1e699cd0888b857ec63f01adaeb3571848bfea","v0.0.1-Alpha"
"crafting_on_a_stick-1.21.0.4.jar","False","","NeoForge","crafting_on_a_stick, neoforge, minecraft","Crafting On A Stick","1.21.0.4","OfekN","","GNU GENERAL PUBLIC LICENSE","GNU GENERAL PUBLIC LICENSE","Custom - review manually","https://www.curseforge.com/minecraft/mc-mods/crafting-on-a-stick","https://github.com/OfekN-mods/crafting-on-a-stick/issues","","9ea4bcce2d468b13e20871789dde525d49454076","v0.0.1-Alpha"
"craftingtweaks-neoforge-1.21.1-21.1.10.jar","False","","NeoForge","craftingtweaks, neoforge, minecraft, balm","Crafting Tweaks","21.1.10","BlayTheNinth","BlayTheNinth","All Rights Reserved","All Rights Reserved","ARR - check terms","https://mods.twelveiterations.com/minecraft/craftingtweaks","https://github.com/TwelveIterations/CraftingTweaks/issues","","8092536ab219b2adaa454b3311a0143d836b3922","v0.0.1-Alpha"
"CraftPresence-2.7.1+1.21.1-neoforge.jar","False","","NeoForge","craftpresence, neoforge, unilib, minecraft","CraftPresence","2.7.1","CDAGaming","","MIT","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/craftpresence","https://gitlab.com/CDAGaming/CraftPresence/issues","","a0629a26ec41099fad1c0f6143d15b5b2c4f3ab2","v0.0.1-Alpha"
"CrashAssistant-neoforge-1.20.6-1.21.4-1.11.11.jar","False","","NeoForge","crash_assistant, neoforge, minecraft","Crash Assistant","1.11.11","KostromDan","","KostromDan's Modded Minecraft License (Version 1.1.3)","KostromDan's Modded Minecraft License (Version 1.1.3)","Custom - review manually","","https://github.com/KostromDan/Crash-Assistant/issues","","b6c70031b22396a87c1139ed29deae93e86f058b","v0.0.1-Alpha"
"crashutilities-9.0.4.jar","False","","NeoForge","crashutilities, neoforge, minecraft","Crash Utilities","9.0.4","Darkere","treasure map by Alex Furgiuele from the Noun Project,
Backpack by Timofey Rostilov from the Noun Project""
List by Gregor Cresnar from the Noun Project","MIT LICENSE","MIT","Permissive","","https://github.com/Darkere/CrashUtilities/issues","","5117a448b0611f60fbe743a4a631e431dd31740e","v0.0.1-Alpha"
"crawl-0.14.9.jar","False","","NeoForge","crawl, neoforge, minecraft","Crawl","0.14.9","fewizz","","WTFPL","Public/Permissive","Permissive","","","","8a913cb5ef0f83721965db5b9013a21d069ef550","v0.0.1-Alpha"
"create_aquatic_ambitions-1.21.1-2.0.2.jar","False","","NeoForge","create_aquatic_ambitions, neoforge, minecraft, create, kubejs, jei","Create Aquatic Ambitions","2.0.2","Davi Oliva","","MIT","MIT","Permissive","","https://github.com/davioliva16/create-aquatic-ambitions/issues","","39945d25188f3cb8feb74d09b78d7f7f7a74aaa7","v0.0.1-Alpha"
"create-1.21.1-6.0.10.jar","False","","NeoForge","create, neoforge, minecraft, flywheel, ponder, sodium, lithium, journeymap, xaeroworldmap, radium, palladium","Create","6.0.10","simibubi","","Read attached LICENSE.md","Read attached LICENSE.md","Custom - review manually","https://www.curseforge.com/minecraft/mc-mods/create","https://github.com/Creators-of-Create/Create/issues","","0e97e49837bed766e6f28a4c95b04885d6acc353","v0.0.1-Alpha"
"create-aeronautics-bundled-1.21.1-1.3.0.jar","False","","NeoForge","aeronautics_bundled, neoforge, minecraft","Create Aeronautics","1.3.0","Simulated Team","","Read attached LICENSE.md","Read attached LICENSE.md","Custom - review manually","","","LICENSE.md","a2b08963ebc9f331f52c626aebcd65013e100d69","v0.0.1-Alpha"
